ec	n_uniprot_xrefs	description
1.17.4.4	8	vitamin-K-epoxide reductase (warfarin-sensitive).
1.17.4.5	0	vitamin-K-epoxide reductase (warfarin-insensitive).
1.17.5.1	0	phenylacetyl-CoA dehydrogenase.
1.17.5.2	3	caffeine dehydrogenase.
1.17.5.3	1	formate dehydrogenase-N.
1.17.7.1	27	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin).
1.17.7.2	2	7-hydroxymethyl chlorophyll a reductase.
1.17.7.3	414	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin).
1.17.7.4	442	4-hydroxy-3-methylbut-2-enyl diphosphate reductase.
1.17.8.1	3	hydroxysqualene dehydroxylase.
1.17.9.1	1	4-methylphenol dehydrogenase (hydroxylating).
1.17.9.2	0	(+)-pinoresinol hydroxylase.
1.17.98.2	1	bacteriochlorophyllide c C-7(1)-hydroxylase.
1.17.98.3	9	formate dehydrogenase (coenzyme F420).
1.17.98.4	1	formate dehydrogenase (acceptor).
1.17.98.5	0	hydrogen-dependent carbon dioxide reductase.
1.17.99.2	0	ethylbenzene hydroxylase.
1.17.99.3	0	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase.
1.17.99.4	3	uracil/thymine dehydrogenase.
1.17.99.6	41	epoxyqueuosine reductase.
1.17.99.8	2	limonene dehydrogenase.
1.17.99.9	167	heme a synthase.
1.17.99.10	0	steroid C-25 hydroxylase.
1.17.99.11	0	3-oxo-Delta(1)-steroid hydratase/dehydrogenase.
1.18.1.1	6	rubredoxin--NAD(+) reductase.
1.18.1.2	268	ferredoxin--NADP(+) reductase.
1.18.1.3	39	ferredoxin--NAD(+) reductase.
1.18.1.4	1	rubredoxin--NAD(P)(+) reductase.
1.18.1.5	1	putidaredoxin--NAD(+) reductase.
1.18.1.6	10	adrenodoxin-NADP(+) reductase.
1.18.1.7	2	ferredoxin--NAD(P)(+) reductase (naphthalene dioxygenase ferredoxin-specific).
1.18.6.1	192	nitrogenase.
1.18.6.2	0	vanadium-dependent nitrogenase.
1.19.1.1	6	flavodoxin--NADP(+) reductase.
1.19.6.1	0	nitrogenase (flavodoxin).
1.20.1.1	1	phosphite dehydrogenase.
1.20.2.1	0	arsenate reductase (cytochrome c).
1.20.4.1	19	arsenate reductase (glutathione/glutaredoxin).
1.20.4.2	11	methylarsonate reductase.
1.20.4.3	2	mycoredoxin.
1.20.4.4	39	arsenate reductase (thioredoxin).
1.20.9.1	4	arsenate reductase (azurin).
1.20.99.1	2	arsenate reductase (donor).
1.21.1.1	12	iodotyrosine deiodinase.
1.21.1.2	0	2,4-dichlorobenzoyl-CoA reductase.
1.21.3.1	12	isopenicillin-N synthase.
1.21.3.2	0	columbamine oxidase.
1.21.3.3	2	reticuline oxidase.
1.21.3.4	0	sulochrin oxidase [(+)-bisdechlorogeodin-forming].
1.21.3.5	0	sulochrin oxidase [(-)-bisdechlorogeodin-forming].
1.21.3.6	1	aureusidin synthase.
1.21.3.7	1	tetrahydrocannabinolic acid synthase.
1.21.3.8	1	cannabidiolic acid synthase.
1.21.3.10	4	hercynylcysteine S-oxide synthase.
1.21.3.11	4	precondylocarpine acetate synthase.
1.21.4.1	2	D-proline reductase.
1.21.4.2	22	glycine reductase.
1.21.4.3	17	sarcosine reductase.
1.21.4.4	17	betaine reductase.
1.21.4.5	1	tetrachlorohydroquinone reductive dehalogenase.
1.21.98.1	2	cyclic dehypoxanthinyl futalosine synthase.
1.21.98.2	1	dichlorochromopyrrolate synthase.
1.21.98.3	4	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase.
1.21.98.4	49	PqqA peptide cyclase.
1.21.98.5	0	tetraether lipid synthase.
1.21.99.1	3	beta-cyclopiazonate dehydrogenase.
1.21.99.3	20	thyroxine 5-deiodinase.
1.21.99.4	23	thyroxine 5'-deiodinase.
1.21.99.5	5	tetrachloroethene reductive dehalogenase.
1.23.1.1	10	(+)-pinoresinol reductase.
1.23.1.2	7	(+)-lariciresinol reductase.
1.23.1.3	6	(-)-pinoresinol reductase.
1.23.1.4	4	(-)-lariciresinol reductase.
1.23.5.1	4	violaxanthin de-epoxidase.
1.97.1.1	2	chlorate reductase.
1.97.1.2	2	pyrogallol hydroxytransferase.
1.97.1.4	23	[formate-C-acetyltransferase]-activating enzyme.
1.97.1.9	3	selenate reductase (cytochrome c).
1.97.1.12	457	photosystem I.
1.97.1.13	1	aliphatic sulfonate oxidoreductase.
1.97.1.14	3	selenate reductase (quinol).
1.97.1.15	2	2-(all-trans-polyprenyl)phenol 6-hydroxylase (prephenate).
2.1.1.1	4	nicotinamide N-methyltransferase.
2.1.1.2	8	guanidinoacetate N-methyltransferase.
2.1.1.3	0	thetin--homocysteine S-methyltransferase.
2.1.1.4	14	acetylserotonin O-methyltransferase.
2.1.1.5	10	betaine--homocysteine S-methyltransferase.
2.1.1.6	19	catechol O-methyltransferase.
2.1.1.7	3	nicotinate N-methyltransferase.
2.1.1.8	11	histamine N-methyltransferase.
2.1.1.9	7	thiol S-methyltransferase.
2.1.1.10	17	homocysteine S-methyltransferase.
2.1.1.11	3	magnesium protoporphyrin IX methyltransferase.
2.1.1.12	4	methionine S-methyltransferase.
2.1.1.13	20	methionine synthase.
2.1.1.14	277	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase.
2.1.1.15	1	fatty-acid O-methyltransferase.
2.1.1.16	0	methylene-fatty-acyl-phospholipid synthase.
2.1.1.17	69	phosphatidylethanolamine N-methyltransferase.
2.1.1.18	0	polysaccharide O-methyltransferase.
2.1.1.19	0	trimethylsulfonium--tetrahydrofolate N-methyltransferase.
2.1.1.20	5	glycine N-methyltransferase.
2.1.1.21	0	methylamine--glutamate N-methyltransferase.
2.1.1.22	9	carnosine N-methyltransferase.
2.1.1.25	0	phenol O-methyltransferase.
2.1.1.26	0	iodophenol O-methyltransferase.
2.1.1.27	2	tyramine N-methyltransferase.
2.1.1.28	6	phenylethanolamine N-methyltransferase.
2.1.1.33	557	tRNA (guanine(46)-N(7))-methyltransferase.
2.1.1.34	10	tRNA (guanosine(18)-2'-O)-methyltransferase.
2.1.1.35	195	tRNA (uracil(54)-C(5))-methyltransferase.
2.1.1.37	107	DNA (cytosine-5-)-methyltransferase.
2.1.1.38	1	O-demethylpuromycin O-methyltransferase.
2.1.1.39	0	inositol 3-methyltransferase.
2.1.1.40	0	inositol 1-methyltransferase.
2.1.1.41	14	sterol 24-C-methyltransferase.
2.1.1.42	5	flavone 3'-O-methyltransferase.
2.1.1.44	7	L-histidine N(alpha)-methyltransferase.
2.1.1.45	446	thymidylate synthase.
2.1.1.46	4	isoflavone 4'-O-methyltransferase.
2.1.1.47	1	indolepyruvate C-methyltransferase.
2.1.1.49	4	amine N-methyltransferase.
2.1.1.50	1	loganate O-methyltransferase.
2.1.1.53	12	putrescine N-methyltransferase.
2.1.1.54	0	deoxycytidylate C-methyltransferase.
2.1.1.55	0	tRNA (adenine-N(6)-)-methyltransferase.
2.1.1.56	188	mRNA (guanine-N(7))-methyltransferase.
2.1.1.57	120	methyltransferase cap1.
2.1.1.59	4	[cytochrome c]-lysine N-methyltransferase.
2.1.1.60	5	calmodulin-lysine N-methyltransferase.
2.1.1.61	183	tRNA 5-(aminomethyl)-2-thiouridylate-methyltransferase.
2.1.1.62	3	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase.
2.1.1.63	56	methylated-DNA--[protein]-cysteine S-methyltransferase.
2.1.1.64	253	3-demethylubiquinol 3-O-methyltransferase.
2.1.1.65	1	licodione 2'-O-methyltransferase.
2.1.1.67	94	thiopurine S-methyltransferase.
2.1.1.68	22	caffeate O-methyltransferase.
2.1.1.69	4	5-hydroxyfuranocoumarin 5-O-methyltransferase.
2.1.1.70	1	8-hydroxyfuranocoumarin 8-O-methyltransferase.
2.1.1.71	11	phosphatidyl-N-methylethanolamine N-methyltransferase.
2.1.1.72	107	site-specific DNA-methyltransferase (adenine-specific).
2.1.1.74	256	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase[NAD(P)H-oxidizing].
2.1.1.75	1	apigenin 4'-O-methyltransferase.
2.1.1.76	2	quercetin 3-O-methyltransferase.
2.1.1.77	332	protein-L-isoaspartate(D-aspartate) O-methyltransferase.
2.1.1.78	0	isoorientin 3'-O-methyltransferase.
2.1.1.79	15	cyclopropane-fatty-acyl-phospholipid synthase.
2.1.1.80	22	protein-glutamate O-methyltransferase.
2.1.1.82	2	3-methylquercetin 7-O-methyltransferase.
2.1.1.83	0	3,7-dimethylquercetin 4'-O-methyltransferase.
2.1.1.84	0	methylquercetagetin 6-O-methyltransferase.
2.1.1.85	22	protein-histidine N-methyltransferase.
2.1.1.87	0	pyridine N-methyltransferase.
2.1.1.88	1	8-hydroxyquercetin 8-O-methyltransferase.
2.1.1.89	2	tetrahydrocolumbamine 2-O-methyltransferase.
2.1.1.90	1	methanol--corrinoid protein Co-methyltransferase.
2.1.1.91	0	isobutyraldoxime O-methyltransferase.
2.1.1.94	1	tabersonine 16-O-methyltransferase.
2.1.1.95	2	tocopherol C-methyltransferase.
2.1.1.96	4	thioether S-methyltransferase.
2.1.1.97	0	3-hydroxyanthranilate 4-C-methyltransferase.
2.1.1.98	51	diphthine synthase.
2.1.1.99	1	3-hydroxy-16-methoxy-2,3-dihydrotabersonine N-methyltransferase.
2.1.1.100	13	protein-S-isoprenylcysteine O-methyltransferase.
2.1.1.101	1	macrocin O-methyltransferase.
2.1.1.102	1	demethylmacrocin O-methyltransferase.
2.1.1.103	10	phosphoethanolamine N-methyltransferase.
2.1.1.104	34	caffeoyl-CoA O-methyltransferase.
2.1.1.105	0	N-benzoyl-4-hydroxyanthranilate 4-O-methyltransferase.
2.1.1.106	1	tryptophan 2-C-methyltransferase.
2.1.1.107	158	uroporphyrinogen-III C-methyltransferase.
2.1.1.108	0	6-hydroxymellein O-methyltransferase.
2.1.1.109	3	demethylsterigmatocystin 6-O-methyltransferase.
2.1.1.110	2	sterigmatocystin 8-O-methyltransferase.
2.1.1.111	1	anthranilate N-methyltransferase.
2.1.1.112	3	glucuronoxylan 4-O-methyltransferase.
2.1.1.113	22	site-specific DNA-methyltransferase (cytosine-N(4)-specific).
2.1.1.114	9	polyprenyldihydroxybenzoate methyltransferase.
2.1.1.115	0	(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinoline N-methyltransferase.
2.1.1.116	3	3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase.
2.1.1.117	6	(S)-scoulerine 9-O-methyltransferase.
2.1.1.118	1	columbamine O-methyltransferase.
2.1.1.119	0	10-hydroxydihydrosanguinarine 10-O-methyltransferase.
2.1.1.120	0	12-hydroxydihydrochelirubine 12-O-methyltransferase.
2.1.1.121	0	6-O-methylnorlaudanosoline 5'-O-methyltransferase.
2.1.1.122	3	(S)-tetrahydroprotoberberine N-methyltransferase.
2.1.1.123	0	[cytochrome c]-methionine S-methyltransferase.
2.1.1.127	2	[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase.
2.1.1.128	5	(RS)-norcoclaurine 6-O-methyltransferase.
2.1.1.129	1	inositol 4-methyltransferase.
2.1.1.130	5	precorrin-2 C(20)-methyltransferase.
2.1.1.131	4	precorrin-3B C(17)-methyltransferase.
2.1.1.132	4	precorrin-6B C(5,15)-methyltransferase (decarboxylating).
2.1.1.133	6	precorrin-4 C(11)-methyltransferase.
2.1.1.136	1	chlorophenol O-methyltransferase.
2.1.1.137	8	arsenite methyltransferase.
2.1.1.139	0	3'-demethylstaurosporine O-methyltransferase.
2.1.1.140	2	(S)-coclaurine-N-methyltransferase.
2.1.1.141	4	jasmonate O-methyltransferase.
2.1.1.142	0	cycloartenol 24-C-methyltransferase.
2.1.1.143	3	24-methylenesterol C-methyltransferase.
2.1.1.144	90	trans-aconitate 2-methyltransferase.
2.1.1.145	2	trans-aconitate 3-methyltransferase.
2.1.1.146	4	(iso)eugenol O-methyltransferase.
2.1.1.147	0	corydaline synthase.
2.1.1.148	78	thymidylate synthase (FAD).
2.1.1.150	4	isoflavone 7-O-methyltransferase.
2.1.1.151	2	cobalt-factor II C(20)-methyltransferase.
2.1.1.152	1	precorrin-6A synthase (deacetylating).
2.1.1.153	0	vitexin 2''-O-rhamnoside 7-O-methyltransferase.
2.1.1.154	2	isoliquiritigenin 2'-O-methyltransferase.
2.1.1.155	3	kaempferol 4'-O-methyltransferase.
2.1.1.156	4	glycine/sarcosine N-methyltransferase.
2.1.1.157	3	sarcosine/dimethylglycine N-methyltransferase.
2.1.1.158	3	7-methylxanthosine synthase.
2.1.1.159	13	theobromine synthase.
2.1.1.160	9	caffeine synthase.
2.1.1.161	1	dimethylglycine N-methyltransferase.
2.1.1.162	0	glycine/sarcosine/dimethylglycine N-methyltransferase.
2.1.1.163	387	demethylmenaquinone methyltransferase.
2.1.1.164	1	demethylrebeccamycin-D-glucose O-methyltransferase.
2.1.1.165	1	methyl halide transferase.
2.1.1.166	407	23S rRNA (uridine(2552)-2'-O)-methyltransferase.
2.1.1.167	1	27S pre-rRNA (guanosine(2922)-2'-O)-methyltransferase.
2.1.1.168	1	21S rRNA (uridine(2791)-2'-O)-methyltransferase.
2.1.1.169	1	tricetin 3',4',5'-O-trimethyltransferase.
2.1.1.170	368	16S rRNA (guanine(527)-N(7))-methyltransferase.
2.1.1.171	6	16S rRNA (guanine(966)-N(2))-methyltransferase.
2.1.1.172	140	16S rRNA (guanine(1207)-N(2))-methyltransferase.
2.1.1.173	166	23S rRNA (guanine(2445)-N(2))-methyltransferase.
2.1.1.174	106	23S rRNA (guanine(1835)-N(2))-methyltransferase.
2.1.1.175	3	tricin synthase.
2.1.1.176	84	16S rRNA (cytosine(967)-C(5))-methyltransferase.
2.1.1.177	618	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase.
2.1.1.178	87	16S rRNA (cytosine(1407)-C(5))-methyltransferase.
2.1.1.179	7	16S rRNA (guanine(1405)-N(7))-methyltransferase.
2.1.1.180	4	16S rRNA (adenine(1408)-N(1))-methyltransferase.
2.1.1.181	124	23S rRNA (adenine(1618)-N(6))-methyltransferase.
2.1.1.182	624	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase.
2.1.1.183	15	18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase.
2.1.1.184	18	23S rRNA (adenine(2085)-N(6))-dimethyltransferase.
2.1.1.185	37	23S rRNA (guanosine(2251)-2'-O)-methyltransferase.
2.1.1.186	170	23S rRNA (cytidine(2498)-2'-O)-methyltransferase.
2.1.1.187	1	23S rRNA (guanine(745)-N(1))-methyltransferase.
2.1.1.188	1	23S rRNA (guanine(748)-N(1))-methyltransferase.
2.1.1.189	100	23S rRNA (uracil(747)-C(5))-methyltransferase.
2.1.1.190	163	23S rRNA (uracil(1939)-C(5))-methyltransferase.
2.1.1.191	82	23S rRNA (cytosine(1962)-C(5))-methyltransferase.
2.1.1.192	637	23S rRNA (adenine(2503)-C(2))-methyltransferase.
2.1.1.193	21	16S rRNA (uracil(1498)-N(3))-methyltransferase.
2.1.1.195	182	cobalt-precorrin-5B (C(1))-methyltransferase.
2.1.1.196	28	cobalt-precorrin-6B (C(15))-methyltransferase [decarboxylating].
2.1.1.197	58	malonyl-[acyl-carrier protein] O-methyltransferase.
2.1.1.198	42	16S rRNA (cytidine(1402)-2'-O)-methyltransferase.
2.1.1.199	840	16S rRNA (cytosine(1402)-N(4))-methyltransferase.
2.1.1.200	28	tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase.
2.1.1.201	285	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase.
2.1.1.202	1	multisite-specific tRNA:(cytosine-C(5))-methyltransferase.
2.1.1.203	7	tRNA (cytosine(34)-C(5))-methyltransferase.
2.1.1.204	7	tRNA (cytosine(38)-C(5))-methyltransferase.
2.1.1.205	6	tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase.
2.1.1.206	45	tRNA (cytidine(56)-2'-O)-methyltransferase.
2.1.1.207	27	tRNA (cytidine(34)-2'-O)-methyltransferase.
2.1.1.208	1	23S rRNA (uridine(2479)-2'-O)-methyltransferase.
2.1.1.209	1	23S rRNA (guanine(2535)-N(1))-methyltransferase.
2.1.1.210	3	demethylspheroidene O-methyltransferase.
2.1.1.211	18	tRNA(Ser) (uridine(44)-2'-O)-methyltransferase.
2.1.1.212	3	2,7,4'-trihydroxyisoflavanone 4'-O-methyltransferase.
2.1.1.213	5	tRNA (guanine(10)-N(2))-dimethyltransferase.
2.1.1.214	10	tRNA (guanine(10)-N(2))-methyltransferase.
2.1.1.215	1	tRNA (guanine(26)-N(2)/guanine(27)-N(2))-dimethyltransferase.
2.1.1.216	61	tRNA (guanine(26)-N(2))-dimethyltransferase.
2.1.1.217	1	tRNA (adenine(22)-N(1))-methyltransferase.
2.1.1.218	7	tRNA (adenine(9)-N(1))-methyltransferase.
2.1.1.219	2	tRNA (adenine(57)-N(1)/adenine(58)-N(1))-methyltransferase.
2.1.1.220	22	tRNA (adenine(58)-N(1))-methyltransferase.
2.1.1.221	30	tRNA (guanine(9)-N(1))-methyltransferase.
2.1.1.222	244	2-polyprenyl-6-hydroxyphenol methylase.
2.1.1.223	128	tRNA1(Val) (adenine(37)-N(6))-methyltransferase.
2.1.1.224	11	23S rRNA (adenine(2503)-C(8))-methyltransferase.
2.1.1.225	12	tRNA:m(4)X modification enzyme.
2.1.1.226	3	23S rRNA (cytidine(1920)-2'-O)-methyltransferase.
2.1.1.227	2	16S rRNA (cytidine(1409)-2'-O)-methyltransferase.
2.1.1.228	705	tRNA (guanine(37)-N(1))-methyltransferase.
2.1.1.229	9	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase.
2.1.1.230	3	23S rRNA (adenosine(1067)-2'-O)-methyltransferase.
2.1.1.231	1	flavonoid 4'-O-methyltransferase.
2.1.1.232	5	naringenin 7-O-methyltransferase.
2.1.1.233	21	[phosphatase 2A protein]-leucine-carboxy methyltransferase.
2.1.1.234	1	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranoseN,N-dimethyltransferase.
2.1.1.235	1	dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase.
2.1.1.236	0	dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose N,N-dimethyltransferase.
2.1.1.237	1	mycinamicin III 3''-O-methyltransferase.
2.1.1.238	1	mycinamicin VI 2''-O-methyltransferase.
2.1.1.239	1	L-olivosyl-oleandolide 3-O-methyltransferase.
2.1.1.240	1	trans-resveratrol di-O-methyltransferase.
2.1.1.241	1	2,4,7-trihydroxy-1,4-benzoxazin-3-one-glucoside 7-O-methyltransferase.
2.1.1.242	196	16S rRNA (guanine(1516)-N(2))-methyltransferase.
2.1.1.243	2	5-guanidino-2-oxopentanoate (3R)-methyltransferase.
2.1.1.244	18	protein N-terminal methyltransferase.
2.1.1.245	9	5-methyltetrahydrosarcinapterin:corrinoid/iron-sulfur proteinCo-methyltransferase.
2.1.1.246	2	[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme Mmethyltransferase.
2.1.1.247	3	[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme Mmethyltransferase.
2.1.1.248	8	[methylamine--corrinoid protein] Co-methyltransferase.
2.1.1.249	11	[dimethylamine--corrinoid protein] Co-methyltransferase.
2.1.1.250	10	[trimethylamine--corrinoid protein] Co-methyltransferase.
2.1.1.251	2	methylated-thiol--coenzyme M methyltransferase.
2.1.1.252	0	tetramethylammonium--corrinoid protein Co-methyltransferase.
2.1.1.253	0	[methyl-Co(III) tetramethylammonium-specific corrinoid protein]:coenzymeM methyltransferase.
2.1.1.254	1	erythromycin 3''-O-methyltransferase.
2.1.1.255	4	geranyl diphosphate 2-C-methyltransferase.
2.1.1.256	7	tRNA (guanine(6)-N(2))-methyltransferase.
2.1.1.257	30	tRNA (pseudouridine(54)-N(1))-methyltransferase.
2.1.1.258	1	5-methyltetrahydrofolate:corrinoid/iron-sulfur proteinCo-methyltransferase.
2.1.1.259	2	[fructose-bisphosphate aldolase]-lysine N-methyltransferase.
2.1.1.260	1	rRNA small subunit pseudouridine methyltransferase Nep1.
2.1.1.261	10	4-dimethylallyltryptophan N-methyltransferase.
2.1.1.262	2	squalene methyltransferase.
2.1.1.263	1	botryococcene C-methyltransferase.
2.1.1.264	166	23S rRNA (guanine(2069)-N(7))-methyltransferase.
2.1.1.265	1	tellurite methyltransferase.
2.1.1.266	2	23S rRNA (adenine(2030)-N(6))-methyltransferase.
2.1.1.267	4	flavonoid 3',5'-methyltransferase.
2.1.1.268	1	tRNA(Thr) (cytosine(32)-N(3))-methyltransferase.
2.1.1.269	2	dimethylsulfoniopropionate demethylase.
2.1.1.270	2	(+)-6a-hydroxymaackiain 3-O-methyltransferase.
2.1.1.271	4	cobalt-precorrin-4 methyltransferase.
2.1.1.272	1	cobalt-factor III methyltransferase.
2.1.1.273	7	benzoate O-methyltransferase.
2.1.1.274	5	salicylate carboxymethyltransferase.
2.1.1.275	1	gibberellin A9 O-methyltransferase.
2.1.1.276	1	gibberellin A4 carboxyl methyltransferase.
2.1.1.277	3	anthranilate O-methyltransferase.
2.1.1.278	2	indole-3-acetate O-methyltransferase.
2.1.1.279	2	trans-anol O-methyltransferase.
2.1.1.280	2	selenocysteine Se-methyltransferase.
2.1.1.281	1	phenylpyruvate C(3)-methyltransferase.
2.1.1.282	24	tRNA(Phe) 7-[(3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4)]-methyltransferase.
2.1.1.283	2	emodin O-methyltransferase.
2.1.1.284	1	8-demethylnovobiocic acid C(8)-methyltransferase.
2.1.1.285	1	demethyldecarbamoylnovobiocin O-methyltransferase.
2.1.1.286	1	25S rRNA (adenine(2142)-N(1))-methyltransferase.
2.1.1.287	2	25S rRNA (adenine(645)-N(1))-methyltransferase.
2.1.1.288	2	aklanonic acid methyltransferase.
2.1.1.289	4	cobalt-precorrin-7 (C(5))-methyltransferase.
2.1.1.290	14	tRNA(Phe) [7-(3-amino-3-carboxypropyl)wyosine(37)-O]-methyltransferase.
2.1.1.291	1	(R,S)-reticuline 7-O-methyltransferase.
2.1.1.292	2	carminomycin 4-O-methyltransferase.
2.1.1.293	3	6-hydroxytryprostatin B O-methyltransferase.
2.1.1.294	2	3-O-phospho-polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol3-phospho-methyltransferase.
2.1.1.295	5	2-methyl-6-phytyl-1,4-hydroquinone methyltransferase.
2.1.1.296	5	methyltransferase cap2.
2.1.1.297	86	peptide chain release factor N(5)-glutamine methyltransferase.
2.1.1.298	22	ribosomal protein uL3 N(5)-glutamine methyltransferase.
2.1.1.299	4	protein N-terminal monomethyltransferase.
2.1.1.300	1	pavine N-methyltransferase.
2.1.1.301	1	cypemycin N-terminal methyltransferase.
2.1.1.302	1	3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase.
2.1.1.303	1	2,7-dihydroxy-5-methyl-1-naphthoate 7-O-methyltransferase.
2.1.1.304	1	L-tyrosine C(3)-methyltransferase.
2.1.1.305	1	8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase.
2.1.1.306	1	8-demethyl-8-(2-methoxy-alpha-L-rhamnosyl)-tetracenomycin-C 3'-O-methyltransferase.
2.1.1.307	1	8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)-tetracenomycin-C 4'-O-methyltransferase.
2.1.1.308	1	cytidylyl-2-hydroxyethylphosphonate methyltransferase.
2.1.1.309	2	18S rRNA (guanine(1575)-N(7))-methyltransferase.
2.1.1.310	1	25S rRNA (cytosine(2870)-C(5))-methyltransferase.
2.1.1.311	1	25S rRNA (cytosine(2278)-C(5))-methyltransferase.
2.1.1.312	1	25S rRNA (uracil(2843)-N(3))-methyltransferase.
2.1.1.313	1	25S rRNA (uracil(2634)-N(3))-methyltransferase.
2.1.1.314	18	diphthine methyl ester synthase.
2.1.1.315	1	27-O-demethylrifamycin SV methyltransferase.
2.1.1.316	1	mitomycin 6-O-methyltransferase.
2.1.1.317	6	sphingolipid C(9)-methyltransferase.
2.1.1.318	1	[trehalose-6-phosphate synthase]-L-cysteine S-methyltransferase.
2.1.1.319	68	type I protein arginine methyltransferase.
2.1.1.320	26	type II protein arginine methyltransferase.
2.1.1.321	8	type III protein arginine methyltransferase.
2.1.1.322	0	type IV protein arginine methyltransferase.
2.1.1.323	1	(-)-pluviatolide 4-O-methyltransferase.
2.1.1.324	1	dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose N,N-dimethyltransferase.
2.1.1.325	3	juvenile hormone-III synthase.
2.1.1.326	0	N-acetyl-demethylphosphinothricin P-methyltransferase.
2.1.1.327	1	phenazine-1-carboxylate N-methyltransferase.
2.1.1.328	1	N-demethylindolmycin N-methyltransferase.
2.1.1.329	8	demethylphylloquinol methyltransferase.
2.1.1.330	1	5'-demethylyatein 5'-O-methyltransferase.
2.1.1.331	1	bacteriochlorophyllide d C-12(1)-methyltransferase.
2.1.1.332	1	bacteriochlorophyllide d C-8(2)-methyltransferase.
2.1.1.333	1	bacteriochlorophyllide d C-20 methyltransferase.
2.1.1.334	6	methanethiol S-methyltransferase.
2.1.1.335	1	4-amino-anhydrotetracycline N(4)-methyltransferase.
2.1.1.336	6	norbelladine O-methyltransferase.
2.1.1.337	1	reticuline N-methyltransferase.
2.1.1.338	2	desmethylxanthohumol 6'-O-methyltransferase.
2.1.1.339	1	xanthohumol 4-O-methyltransferase.
2.1.1.340	1	3-aminomethylindole N-methyltransferase.
2.1.1.341	1	vanillate/3-O-methylgallate O-demethylase.
2.1.1.342	1	anaerobilin synthase.
2.1.1.343	1	8-amino-8-demethylriboflavin N,N-dimethyltransferase.
2.1.1.344	1	ornithine lipid N-methyltransferase.
2.1.1.345	2	psilocybin synthase.
2.1.1.346	11	U6 snRNA m(6)A methyltransferase.
2.1.1.347	1	(+)-O-methylkolavelool synthase.
2.1.1.348	24	mRNA m(6)A methyltransferase.
2.1.1.349	0	toxoflavin synthase.
2.1.1.350	0	menaquinone C(8)-methyltransferase.
2.1.1.351	1	nocamycin O-methyltransferase.
2.1.1.352	1	3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase.
2.1.1.353	1	demethylluteothin O-methyltransferase.
2.1.1.354	49	[histone H3]-lysine(4) N-trimethyltransferase.
2.1.1.355	16	[histone H3]-lysine(9) N-trimethyltransferase.
2.1.1.356	22	[histone H3]-lysine(27) N-trimethyltransferase.
